1e9af21b24033b7af67dddede6e68317,22,81,18,1879,349,737,163,405,186,332,56,66,35,165,97,55,10,55,116
256c1c9f4e2c9d4d068bceb945e91136,28,43,38,1189,185,460,67,196,118,264,57,74,32,167,124,18,22,65,82
38199db0544c279c943a4960cb88642e,24,57,48,1639,270,637,82,242,188,395,115,144,41,119,127,55,19,68,113
4457f4042ba76ea639d440d61c3b61fe,23,70,25,1358,138,314,66,181,72,133,66,86,64,201,55,27,24,37,94
592d7dda52012ca71619739a08785852,28,82,17,1731,262,442,2,10,260,432,111,198,165,359,243,66,76,126,252
5e8fead687d2c6bc1cf1f0a5c1a32ece,22,11,0,36,7,13,3,7,4,6,1,2,0,4,5,0,0,1,3
6014131391bf756d9b75e252b76289b9,33,4,0,37,3,9,3,8,0,1,0,0,0,1,2,0,1,2,4
8822840bde4ddba9a9b0b5d3e732a73e,22,25,0,94,9,18,4,10,5,8,1,3,7,11,6,2,0,4,10
91dcee5385f636b89689f4dc133cbc4c,23,82,6,1970,346,702,94,227,252,475,65,81,35,159,297,73,4,52,102
b9301155de19e35a38a9bc742ddb8f56,19,17,0,69,9,19,0,1,9,18,6,10,7,16,3,6,1,8,8
babbece4db5f0a9765bce88036a79ff9,28,75,37,1503,160,362,61,188,99,174,49,70,89,174,72,37,46,44,175
bc0c8692faacdcbd9312dd785890c9ce,33,70,65,1895,322,665,58,159,264,506,181,249,153,352,141,83,54,95,183
c0daf517e5366af07a108189d7286bde,23,16,0,57,6,23,2,6,4,17,9,11,1,2,14,0,0,3,7
c2098c3c351cfab18e8f27fa0d3876ce,23,80,80,2504,616,1206,83,270,533,936,289,352,228,637,580,108,55,248,228
eb85316b4984e1085764828e4117cf5c,23,64,2,1120,207,495,51,200,156,295,81,116,44,202,87,30,23,68,93
f423d3f6091362a654792d81511c1fe9,29,12,0,181,34,99,12,43,22,56,17,27,5,8,23,5,1,18,17
ffd696b8a71d5520264dfe1124e1b237,25,7,0,22,3,10,0,4,3,6,1,2,1,3,6,2,0,2,4
246b97968f9beab77ce7eda99606f176,33,64,0,967,109,210,0,2,109,208,40,51,42,75,114,31,27,38,74
2b5684412362b1094f7a4a02a6a54713,21,30,1,204,18,53,4,15,14,38,0,1,6,19,23,5,3,11,28
2b655fe9e9f8c3299a97897e56e468bb,22,80,24,1481,217,347,1,10,216,337,65,105,194,223,123,46,53,51,211
3173bf4f7bc28e2ded9fb122026097c9,25,74,10,1059,204,439,81,200,123,239,20,26,22,135,116,20,3,50,92
3a4ba501e18fc9854dfffc0ca3144301,31,73,6,1218,163,355,69,188,94,167,64,80,72,216,96,27,18,43,137
3e68c0339a6bf9ccc68907714ea28914,35,68,13,1578,151,302,48,144,103,158,39,67,48,204,216,61,51,52,95
4ae0bc9f5760a4c546a68b53e0c5a171,22,11,0,67,16,33,10,20,6,13,4,5,8,5,1,0,1,3,9
6f545977bbd5827647030add33b7ee65,28,30,30,771,178,371,26,95,152,276,106,144,43,204,107,40,44,72,109
7a53bffff2b21cd21822d4fdc2109bd2,30,78,78,2702,721,1383,137,388,584,995,448,506,33,464,457,58,84,225,155
7e3f14f2d7b8dbdc0fafe82c33996ae6,26,72,5,1003,134,275,42,118,92,157,27,48,81,166,31,18,15,30,134
9f42764f651a48ab2bc0112d819bafdc,24,68,3,788,99,192,0,2,99,190,25,41,55,129,76,20,51,42,80
a8f6a9203011d8c7c46ea169a9aec8e5,26,32,0,375,56,127,27,68,29,59,19,22,8,56,13,13,0,11,28
a8fd7ad3a17fd8a0ad2e5b3d7dfb7714,30,69,69,2331,632,1340,354,810,278,530,263,287,45,324,361,92,25,192,166
cad5fbac7d0b1394a0b844a6f0009664,28,66,66,2065,188,422,47,165,141,257,63,91,60,421,454,95,70,169,197
e4b2150cd88f437a702582e2cdd24dfe,34,11,5,134,18,36,0,0,18,36,3,3,12,43,11,3,8,8,22
f5bb42b10e2d144c834faf8612ea382c,28,78,78,2652,655,1402,241,599,414,803,129,158,37,262,186,84,47,115,157
fe625fb7d644226bab83ca785672f7a9,23,24,22,410,53,74,0,0,53,74,24,37,31,44,28,12,25,16,63
12bbc2e619261f3b1228f07a5c7e7f2c,33,82,82,2802,207,523,146,387,61,136,41,59,121,358,96,132,39,63,252
302bf3f6ad9ff4bbe6c0ddc4142e45f2,27,16,1,145,25,61,7,19,18,42,12,26,3,10,21,9,6,10,27
328118e9e7fde909555f050efacb5d24,27,2,0,5,1,4,0,2,1,2,0,1,0,4,0,0,0,1,1
4fa00d9b3d21c133e7e16e54b57ba575,28,2,0,38,3,13,3,12,0,1,0,0,0,1,2,0,0,0,6
51bda6af77fee586fad3f2924690cfbd,22,2,0,16,1,4,1,4,0,0,0,0,1,1,0,0,0,0,0
52487dcab98464c0cbf904488531e3e6,25,39,13,979,118,252,74,178,44,74,56,71,25,115,40,21,11,35,80
5e5a1ebaa56b9bf989f295f70338faf5,28,20,1,382,34,98,21,71,13,27,2,4,8,46,21,12,4,12,35
696a9b3a3d4de6c20f39844ed6fa8bc6,27,12,0,118,11,47,5,32,6,15,9,11,1,8,9,2,0,5,14
793fd79c395047167189f5a965a1b675,36,42,2,546,60,116,0,3,60,113,31,47,34,89,26,18,15,11,87
9613b4b7dfb4922d65890c5649de3ca6,34,10,2,294,49,121,21,64,28,57,15,22,9,45,5,4,7,8,32
99310baa4c4dc505295a45f4f289b7dd,29,25,13,610,131,223,7,20,124,203,54,83,82,124,18,15,19,27,74
9e669364ad41fef9d2c4337ca63d74db,23,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
a7375eb4c3d5619d264bbafa3c817de1,29,78,78,2867,843,1909,378,1028,465,881,754,858,66,452,586,158,58,387,244
aea9275af83e92cbb36ede858a34653b,20,28,0,221,20,41,2,6,18,35,11,14,21,26,15,7,12,13,56
ba0d5c4d8d8a9582e1c21b0d54c82527,28,40,25,949,104,211,44,120,60,91,42,58,37,80,27,38,16,23,111
c1b209c445d0a55a46460f1df9f89ae4,33,58,58,1857,302,720,127,355,175,365,175,203,36,229,473,114,18,152,146
c2dfcc4165c12b8d924ab44f61c0975e,21,16,0,104,11,34,1,15,10,19,6,7,7,21,6,2,4,12,17
dff4e1be12c6d93f78d59c6aa82fe08b,23,7,0,33,2,8,2,5,0,3,0,0,1,3,4,1,1,1,2
e4317ad4127f85850532dec276fd4169,24,67,67,2249,474,732,0,0,474,732,166,261,298,550,96,44,102,94,168
f087bb42436fba9b491c616915be43ba,26,47,13,1345,156,378,71,221,85,157,25,49,15,76,109,29,13,32,135
f4d6bd815eed0ca2cfe1796e4475ab95,30,68,53,2158,384,938,216,600,168,338,119,152,17,131,129,41,27,90,143
f8d73684b5d8007bc8a5f684f4161e95,24,51,2,641,50,151,41,138,9,13,7,7,24,92,18,20,26,7,47
f9b5b2a0e2dcb5cc4bd1953bc863f6d3,33,73,0,1473,231,578,156,441,75,137,57,68,30,152,40,33,27,55,126
18a85da0dd41fcd5584b2bb2c9247fd4,27,77,77,2393,506,1148,179,474,327,674,216,258,50,411,331,80,7,174,172
232ba0b42aa1ac7dfade232a7ba889b9,32,47,0,958,115,269,35,125,80,144,53,65,27,94,99,40,7,31,67
2c0459ba980d2ed496a0bc944e52c33a,27,74,12,1304,163,361,81,204,82,157,37,42,29,128,68,26,18,23,90
30f677a623af91be72ffb86031290eb1,23,58,7,1034,145,312,53,147,92,165,29,42,29,155,84,25,8,46,88
37578d89dbdecdd41d1f47deafde23c6,22,27,0,411,50,124,22,83,28,41,9,12,16,49,31,13,6,19,38
3815b65342a0d90ada740300d54c92ce,23,8,2,98,13,39,5,21,8,18,8,9,8,22,3,5,1,3,3
472e34e69a46a3b44ee83d02d0e0a944,24,72,72,2358,721,1247,52,203,669,1044,500,686,159,739,424,92,110,268,232
49b1137666d0ed929f6c1a5e3959fa5d,26,61,2,1261,163,350,66,200,97,150,29,40,61,197,122,33,25,33,81
5e7773e94f133e33d87ff630e0107517,32,6,0,40,4,13,3,9,1,4,2,2,3,8,1,2,2,5,6
6a088b038df82c1871132aeaf94f7785,31,67,7,1231,167,381,58,160,109,221,61,74,94,208,52,32,20,48,172
6d470f1fcf1bf012b978018319dbe3e7,23,4,0,29,4,10,1,3,3,7,1,2,0,5,4,2,0,1,1
755b7326b0b8ea486f50e63a77890d27,27,14,3,320,56,135,31,87,25,48,20,23,14,61,20,10,9,11,21
759bda9e8f34cdce8c970cbfef33ed29,26,64,64,1832,378,748,104,244,274,504,141,152,65,223,205,46,13,91,102
799f53c4cf242ee088026a8f81c3ff6e,23,13,0,62,12,25,3,5,9,20,10,15,4,16,2,0,0,3,3
874a35f66b1c6ad9774d3371263e3808,22,48,3,882,104,251,46,127,58,124,26,47,45,177,52,18,20,32,85
8c556d4dd7bdfb5520fe7254c7075a4a,21,35,0,409,59,134,26,78,33,56,20,37,17,79,18,10,18,9,55
9a455424eefef9edc1f6b8f7eca1f6ba,28,12,2,211,28,66,10,24,18,42,9,13,9,22,42,5,1,16,19
9c919c5cb5b0be0330b165e16f023fc8,38,3,0,30,1,6,1,3,0,3,1,2,0,10,2,0,1,2,1
9e1fcb050aa028cdbbcb979702271559,20,3,0,6,2,3,1,1,1,2,0,0,0,1,2,0,0,0,0
ac381af6f477a958a0ae1f00ea80706d,29,78,78,2272,470,971,124,377,346,594,177,236,82,280,430,116,29,165,156
bb3c101f7df6583ca91b5c908a6c139d,28,14,0,188,31,67,11,31,20,36,6,10,16,55,14,7,11,12,16
dafe09936a5d0b82cd65305e45706f50,30,81,81,2322,355,786,187,512,168,274,112,133,33,363,98,51,179,82,189
debfff779b6697c92137b1840589d152,28,12,0,97,6,19,4,11,2,8,4,4,0,10,29,2,0,11,9
f706ba5f557cbb35e4cc410df45de394,27,4,0,31,2,6,2,5,0,1,0,0,1,3,3,0,1,2,2
0217e9fb5a2fae86f54fb0116efc2549,25,80,80,2669,481,809,0,2,481,807,146,292,391,369,124,117,76,135,204
07ce068e19cb931b1e1dc3f001cc3227,23,21,1,123,13,43,5,22,8,21,4,6,4,14,4,4,1,5,14
089534daf204421ecb1cd4e48db84da5,25,32,0,240,33,82,8,27,25,55,8,12,4,24,9,6,8,9,31
099d9c3b9ab242c21f6c9ce4c8587be4,25,79,14,2314,457,1104,124,364,333,740,186,227,38,246,323,65,12,172,189
12f5d2ec64f8b821ac7ce20e04ae1bab,28,77,77,2841,707,1614,292,757,415,857,453,540,105,523,318,170,34,205,214
19ad7a79c24e33bf8ef9d1f9cfa8f754,20,51,3,526,75,165,4,24,71,141,36,59,38,59,17,21,10,23,77
1bd5452a6a8e2603cdae040102b7eac9,24,80,77,2612,409,823,115,293,294,530,157,221,96,321,79,61,100,67,214
422714955c06ff10734d1c0c283348f8,21,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
47d1ce1a7fa4a934c8c810888d01e01b,25,61,1,694,91,215,32,100,59,115,27,36,14,102,20,20,12,26,68
48aecd76c6de059bd4fa3c0bbe7ac1b7,23,3,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
4dd900fb98374bf87a249ab2964ca88b,25,31,2,588,56,157,41,127,15,30,12,13,5,43,20,17,6,14,53
5d347efadc46b1e99ff221047eea8064,34,33,0,379,55,135,20,61,35,74,12,13,4,30,52,10,6,14,29
5eb6003d6a0dde88ccf95bbd0ebc967f,20,74,74,1931,185,431,106,290,79,141,37,51,33,108,72,40,16,47,231
757675254e6fd3758d3e6bb9a81fdcd4,29,24,1,387,61,156,20,59,41,97,14,19,20,71,19,11,2,7,58
8e1b51238920b7fdc8e32cb27a441fd5,30,73,73,2630,630,1473,119,411,511,1062,296,451,109,698,784,142,33,325,245
a90f95863bed16e39ad90df6f7731d56,22,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
b66348595656afb3d00dd617d817bd21,24,77,2,1055,162,276,0,0,162,276,54,79,127,198,45,66,96,48,166
e06857718cb1eba3eb05dbcf12bfb333,29,63,5,861,82,219,46,137,36,82,19,30,42,105,31,16,13,22,46
05d86be23411fb4d5f79bcdbe72a1879,26,76,3,1470,220,419,14,42,206,377,29,37,28,146,258,79,17,91,105
11d5bd242841ee6e3b88fab25ddf50b6,20,19,15,427,65,155,4,14,61,141,21,37,26,44,59,17,5,25,52
2491212247ac6a3f7667bb4672287471,22,5,0,40,4,10,1,5,3,5,0,2,0,5,2,1,0,1,1
2afbd3e4ad8b48703c2f3a9aa5c3ce53,21,48,7,679,98,245,47,144,51,101,36,44,16,91,52,29,2,25,62
52898b289e5378ea19f495c14e483cf8,27,47,6,1041,109,278,68,199,41,79,63,77,51,149,62,18,27,43,112
5463c499b4d3e597caf19fc3ddbf0922,32,7,3,140,20,49,4,14,16,35,9,13,4,13,10,12,2,8,16
547c03d508216936150d6de1fb3799d7,28,3,0,52,15,23,1,1,14,22,10,11,4,9,7,1,0,1,5
5cb65bc52671e0620521322a64c7e908,23,44,10,639,80,162,34,96,46,66,13,27,47,118,40,17,39,36,99
5dfee74bc2e435eb214a037a88482ec7,28,18,2,281,34,83,11,36,23,47,16,23,23,42,14,3,7,11,39
685669355a3f4d69ae6444a777f82f06,30,22,3,305,75,120,4,8,71,112,26,36,32,81,32,5,10,22,33
6ed82b08a1ca33862515ded99d230ede,21,3,0,21,2,7,0,2,2,5,1,2,2,4,3,2,0,0,5
783aba127dd4d6af2bd7de6598fcd9b4,26,27,27,944,187,399,44,135,143,264,74,88,32,181,79,11,13,42,61
790baf489fff77d1c78f753bd3c644af,21,54,4,1108,153,347,99,245,54,102,44,54,14,64,59,24,8,26,106
99b64e5311dfbbef80a15c4c8e8a0648,24,6,0,39,8,15,2,6,6,9,4,4,2,1,5,2,0,1,4
9c46be810cd92c60fbaada45426c4dda,28,13,13,440,50,117,30,77,20,40,17,23,7,60,14,24,23,22,45
9e09b204c95236559b171429cb667926,31,36,32,951,91,207,46,118,45,89,13,18,44,124,72,22,18,39,94
a6c5f147aac35e5125ed220b6292cfe9,30,27,3,647,76,190,49,119,27,71,10,15,19,83,22,9,5,17,68
b218927d59277c9db89ed62199ba3c79,22,20,0,268,34,87,14,44,20,43,5,7,9,26,18,8,8,6,29
b28ba02a1c3803cd4c025941b6ac4fe0,24,64,64,2154,580,1199,79,263,501,936,522,649,160,711,234,46,122,226,211
d1d03b9d666e563d2ac3161051605a98,29,55,55,1824,344,747,50,148,294,599,264,304,105,185,220,99,29,81,93
d69025d43d9f0dbacf551d0673c22ed9,31,51,6,529,79,157,12,40,67,117,31,41,47,100,60,16,13,45,99
d6b6aa654597dd502c6a6f74c3dca79a,29,15,0,219,29,64,9,21,20,43,16,25,4,22,33,11,1,12,21
e3afdb63ab90d13f719f9eec3e470d27,19,6,2,111,14,34,6,16,8,18,6,8,3,10,10,2,2,6,8
ed39a43d12a47f5927832fbd49b119af,34,76,63,2379,452,1027,240,605,212,422,228,255,20,166,206,32,17,101,129
f067b90161c9909c7ded565d9f9dc6a1,22,79,79,2700,540,960,0,6,540,954,257,428,172,525,610,112,61,274,209
fd5d9c126536863c1100bd2bf6fc9fad,24,13,13,396,48,132,21,70,27,62,27,30,21,65,26,4,3,25,39
1dd89a9e32f3cce27c4648d570c1d9e9,24,72,72,1974,420,826,3,29,417,797,282,365,243,505,233,71,103,168,250
3824fef862200d59e15deb7ce58537a5,25,44,0,673,96,229,43,125,53,104,32,36,10,70,62,14,4,40,31
47e8bb8e2020a1f40d2fd757933d96a7,26,61,2,878,132,242,50,111,82,131,43,51,49,184,75,13,9,43,105
4faf7458df97dc132a5b7f52791523d2,19,20,1,141,28,63,10,29,18,34,9,16,3,10,13,1,0,11,9
54a0ef94079a59aa2aafe9f45c726eb8,24,71,33,1327,216,424,59,181,157,243,50,71,56,161,53,31,30,46,116
5ba415b169a406ac371e1566be3bc870,22,16,0,94,10,33,2,9,8,24,8,11,2,13,12,1,2,14,11
755fdbb40323cd9f73129304517a1cf0,26,27,4,659,98,217,29,84,69,133,33,41,7,38,34,21,7,19,45
7b1f72ab7826d11aa803c88b9b998c10,28,81,81,2292,257,593,96,280,161,313,150,173,112,498,104,68,33,72,143
89ca228c3d91bb884a4ae2c2d20bccc0,28,80,80,2838,681,1533,237,643,444,890,468,513,68,303,551,88,34,212,148
9383e1e6926cf2ac0f9f337435aedbd8,21,18,0,145,14,44,1,5,13,39,6,7,13,39,7,4,0,16,22
95d49b562a22a1a9bc7d92664107d9aa,27,70,70,2375,571,1243,167,445,404,798,159,192,62,220,207,55,28,106,172
a97a23b8c444a0fce16a18d99e22df48,20,15,1,111,16,50,5,21,11,29,3,7,1,10,5,1,2,4,4
b0354066a29d23dd010ed40f46834b99,30,73,2,1605,204,443,11,52,193,391,75,106,37,291,283,33,18,114,110
bb1550a3061ba7348cae67fc15de0f10,21,77,0,1356,189,400,40,121,149,279,94,126,109,215,71,25,66,77,174
d0fa0a7976d187e9350f722e0fc4ce54,26,23,8,512,124,215,3,12,121,203,50,68,86,112,32,14,9,39,61
ef49051f4e8cc9a04ff6eefc527bdb3c,25,60,53,1415,189,388,33,120,156,268,49,73,77,192,74,67,53,45,163
f969e675ae7b964e432181137dce3afa,28,74,2,1399,212,465,113,251,99,214,44,52,27,93,66,36,12,61,97
fb7023fdf9a77b1cf2d336e7b90b7f9a,22,9,1,63,13,19,2,2,11,17,3,6,5,14,5,3,3,4,8
195c7f8f3390d1e48cc752dd3a1f0e13,26,30,10,564,149,259,9,30,140,229,77,94,54,162,29,13,23,39,82
26ff8cf56e231733c082ed23b5cc5aa3,29,74,51,2010,464,877,49,169,415,708,135,177,156,445,99,29,103,114,211
28a66707bf4f4e803f81bbc12ab8d240,31,40,1,562,70,206,43,137,27,69,35,44,12,56,22,18,10,21,62
2b361e1c491ff28d55d03dff1f7b930e,25,60,3,1126,193,400,68,170,125,230,62,75,16,123,91,39,13,65,96
3882e703388ce25b5717594ed415fb53,31,8,0,104,21,39,8,18,13,21,1,1,1,11,8,1,1,2,5
7299f6a9d302b7070e796ceae7b07fd5,26,49,2,897,127,293,30,90,97,203,53,61,39,86,110,46,15,37,53
74b39e926dd420dc55a5048bacf8752a,23,22,0,103,9,29,8,25,1,4,4,5,2,11,0,1,0,8,13
89026a1149003459a5a96deedd7092c8,24,64,28,1760,246,600,112,296,134,304,97,115,21,146,307,57,20,82,110
8937ecd7373de0b13771ea1e4036a019,30,23,3,433,58,155,11,55,47,100,34,42,6,54,50,9,6,26,48
899fa40dce758998801cb0472c7ea0a8,31,80,80,2216,293,630,198,435,95,195,37,44,60,257,126,73,53,75,171
a6f73b1086ec81895dc5e56d38be6063,34,26,19,648,87,187,23,52,64,135,40,52,24,148,101,24,23,36,70
ace46388ece69da21856dc4d4187deb7,24,80,79,2548,519,945,79,214,440,731,237,302,124,425,248,73,52,154,241
b020c1c40d5067e4b5a9b5191675aad1,26,28,0,163,34,76,12,37,22,39,13,15,16,40,2,6,24,7,31
b8219ed233477a467ea7c6a3a49010c8,28,38,2,423,74,161,0,4,74,157,35,61,60,96,16,13,8,31,61
ba8754c9d4a116f7a48f16d2fac396dc,25,10,0,67,11,26,10,21,1,5,3,4,1,4,1,1,1,1,5
c6b36b1e92f9ae05f6b1882c4ad33f1e,28,26,0,212,23,71,6,28,17,43,3,3,5,26,28,12,5,16,22
c8bb9d366246de133d0348f445a46cf6,21,67,6,1352,183,404,67,202,116,202,36,62,58,139,47,46,22,55,140
e28a6ed85a08f500d993c79f059967fa,32,65,65,2213,304,739,157,453,147,286,161,194,41,271,564,91,31,182,166
e382bbed45df9176945e8188531d02b5,27,4,0,38,3,7,1,1,2,6,0,0,4,13,4,1,1,5,8
e48358af630c89a0ee035824fcb795a6,25,12,0,55,8,18,4,8,4,10,9,11,1,8,6,0,0,2,5
f8605c08106d3eeacf2b5b9d3bcb4919,23,26,1,344,24,54,8,24,16,30,13,15,7,38,27,21,2,14,37
ff56766cec51f8581cb2aaa7515b9ad3,27,60,60,2040,560,1129,112,302,448,827,364,426,78,361,199,106,24,121,87
